,Name,Style,ABV,IBU,Rating,Description
117,Basqueland / Põhjala I Thought We Were Friends,Imperial Stout,10.0,45.0,,"I Thought We Were Friends
Imperial Stout
I Thought We Were Friends is our collab with @pohjalabeer. A creamy Imperial Stout infused with cinnamon, vanilla and granola.
Art by @aliciamartinart"
118,Guineu Magic Barrel Sour,Sour Ale,5.0,,,"Magic Barrel Sour
Oak Barrel Aged
Una sour envellida un any en barrica de roure, de to vermellós, un punt tèrbola i que en nas hi trobem notes de fruita i molt fresca. En boca hi trobarem un punt de bitxo i tocs dolços, suau, seca i gens embafadora."
119,Guineu Black Daniel’s,Imperial Stout,10.5,,,"Black Daniel’s
Imperial Stout
Jack Daniel’s Whisky Barrel Aged
Imperial stout envellida en bóta de Jack Daniel’s, amb aromes de xocolata i de la que destaquen les notes torrefactes. En boca és una cervesa amb molt de cos, equilibrada i amb poca sensació d’alcohol tot i els seus 10,5% ..."
120,Guineu Black Numbers,Imperial Stout,12.0,,4.0,"Black Numbers
Imperial Stout
Highlands Scotch Whisky Barrel Aged
La segona Imperial Stout de la gamma ’Barrel series 2019’. Una cervesa envellida en barrica de Whisky Escocès High Lands, i que en boca la trobarem tot i el cos que té, molt equilibrada. Els seus 12 graus estan presents en b ..."
121,Guineu Yellow Submarine,American IPA,6.0,100.0,,"Yellow Submarine
IPA"
122,Speranto Poison Heart,Amber Ale,5.5,25.0,,"Poison Heart
Amber ale elaborada en exclusiva para la Iguana café.
Una combinación perfecta de notas a caramelo, cítricas y resinosas en una cerveza muy bebestible y sabrosa"
123,Basqueland Cream of Citra,New England IPA,6.9,30.0,4.06,"Cream of Citra
Cream series. Single hop Citra New England IPA. Drink fresh. "
124,Basqueland All That Glitters,New England IPA,6.0,30.0,4.15,"All That Glitters
DDH IPA con Dry Hop de Mosaic, Citra y Vic Secret."
125,Naparbier Barrel Series Archangel,Sour Ale,6.0,,3.39,"Barrel Series Archangel
Beer Wine Hybrid"
126,Basqueland Peanut Gorilla,Imperial Stout,11.3,40.0,3.75,"Peanut Gorilla
Barrel Aged Imperial Stout with peanuts and coconut.
Peanut Gorilla is a Barrel Aged Impy Stout aged in French oak barrels and infused with roasted peanuts 🥜and a hint of fresh roasted coconut. He’s a gentle giant. But he can be a little nutty... 
Art by @marcosnavarroart"
127,Basqueland Palm Tree Piñata,American IPA,6.0,62.0,3.9,"Palm Tree Piñata
West Coast IPA
A classic West Coast IPA dry-hopped with Amarillo, Mosaic and Cryo Columbus. This palm is piney!"
128,Brew & Roll Doña Turbia,American IPA,6.1,,3.9,"Doña Turbia
Hazy IPA
Mientras Don Turbio recorre los rings dando mamporros de lúpulo por doquier su pareja no se iba a quedar en casa. Si queremos ver a esta super luchadora nos tendremos que ir a ver cómo reparte leña a las birras insulsas.
Como Don Turbio, ella sigue empecinada en su guer ..."
129,Comala Brewing Puerto Dulce,Red Ale,5.4,20.0,3.66,"Puerto Dulce
Puerto Dulce, de Comala Brewing, es una cerveza artesana de tipo Red Ale de color ámbar oscuro y cuerpo medio. Puerto Dulce es una cerveza cuya característica primordial es su sabor y aroma a cereal tostado, de retrogusto dulce y carácter seco. De espuma beige y cremosa y carbon ..."
130,Benalhop Carramolo,Pale Lager,5.5,,,"Carramolo
 "
131,Ricote Valley Rye IPA,India Pale Ale,7.3,62.0,3.64,"Ricote valley’s Rye IPA
 "
132,Ricote Valley Citro Pale Ale,English Pale Ale,4.8,,,"Citro Pale Ale
Pale Ale elaborada con pampelmusa (Citrus maxima)del valle de Ricote, con un toque de hierba nuena y citronela. Todo esto hace una cerveza fresca y suave. Perfecta para el calor veraniego del Mediterráneo."
133,Wylie Brewery Mil 2000s,New England IPA,5.0,,3.74,"Mil 2000s
New England Pale Ale
New England Pale Ale con lúpulos Mosaic y Simcoe"
134,Wylie Brewery Boom Boom Boomerangs,New England IPA,6.0,,3.8,"Boom Boom Boomerangs
New England IPA con lúpulos Amarillo y Olicana"
135,Castreña Colmo,IPA Otros,6.0,60.0,,"Colmo
Ancares Rye IPA
Elaborada con con miel de los Ancares y centeno autóctono cultivado, cosechado y malteado de manera tradicional.
Bebida suave en boca pero de amargor entre medio y alto, con un final seco y especiado característico de las maltas de centeno. Es una cerveza identificada co ..."
136,Castreña Kriptonipa,India Pale Ale,6.0,,3.27,"Kriptonipa Honey IPA
Cerveza artesana, tipo ale con gran amargor y aroma tropical. Utiliza 3 variedades de lúpulo que le otorgan amargor y aromas muy atractivos.
La India Pale Ale es una cerveza de tradición inglesa que se caracteriza por ser una ale pálida y espumosa con alto nivel de amarg ..."
137,Castreña Apache,American Pale Ale,6.0,,,"Apache Honey APA
Cerveza tipo ale con gran aroma afrutado y floral. Utiliza variedades de lúpulo americano cultivados en León. Cerveza artesana, tipo braggot oscura. Sabores sofisticados con toques a miel pura.
La America Pale Ale es una cerveza de tradición americana. Mucho lúpulo american ..."
138,La Pirata Panòptic Chinook,New England IPA,6.8,40.0,,"Panòptic Chinook
New England IPA
Nuestra clásica PANÒPTIC a rebosar de un clásico de los lúpulos… ¡¡el Chinook!!
Te sientes observado. Sabes por quien pero no lo ves. Es el «panòptic». Te controlan, te vigilan y si infringes lo que es socialmente pactado, te castigan. Vuelves a esca ..."
139,Nómada / Avery Where Is the Cookie?,Belgian Dark Strong Ale,7.5,,2.91,"Where Is the Cookie?
Amber Ale brewed with speculoos orange, cocoa nibs & spices."
140,La Pirata / La Quince Frapufino,Sweet Stout,3.7,12.0,3.75,"Frapufino
Session Pastry Stout
Frapufino es el resultado de la amistad de La Pirata y La Quince. El frapuccino hecho cerveza: cacao, vainilla, cafe y de graduación baja. el compañero idóneo para una tarde de lluvia y birras la excusa perfecta para mojar el churro."
141,Basqueland / La Quince Double Cut Txuleta,American IPA,6.0,35.0,4.03,"Double Cut Txuleta
Esta colaboración que hicimos con @laquincebrewwild está en seco con txuleta * , HBC-431, mosaico y Citra. Es jugoso y tropical. También sabe a txuleta!!!**
* No contiene txuleta.** No sabe a txuleta **
Arte por @marcosnavarroart"
142,Castelló Beer Factory / Zeta Destroyed Brains,Imperial IPA,9.4,,,"Destroyed Brains
Triple New England IPA
Producida en casa CBF con la colaboración de Zeta Beer Co. Triple New England IPA elaborada con salvajes cantidades de lúpulos Cryo Citra, Cryo Mosaic, Mosaic, Cryo Simcoe y Amarillo, y subidita de alcohol. De color dorado, turbia y muy sabrosa. Una ida ..."
143,Castelló Beer Factory Flower Sour Hibiscus,IPA Otros,5.5,,,"Flower Sour Hibiscus
Sour IPA
New England IPA ligeramente ácida y amarga, elaborada con una infusión de flor de hibisco en caliente, y otra adición en frío. Cerveza de color rojo intenso y muy turbia. Aroma a lúpulos cítricos, tal cual se espera de una NEIPA, pero con el sabor de una Sour ..."
144,Castelló Beer Factory Countdown,New England IPA,7.4,,,"Countdown
New England IPA elaborada con lúpulos Mosaic y Citra en su formato más potente: Cryo Hops.“Y una vez que la tormenta termine, no recordarás cómo lo lograste, como sobreviviste. Ni siquiera estarás seguro si la tormenta ha terminado realmente. Una cosa es segura: cuando salgas d ..."
145,Rio Azul / Rec Brew Black Forest,Imperial Stout,11.5,,,"Black Forest
Imperial Stout With Raspberries"
146,La Resclosa American IPA,American IPA,5.2,43.0,3.64,American IPA
147,Garage Beer Co Pocket That,Session IPA,4.8,,3.9,"Pocket That
Session IPA feta amb llúpols cryo citra, HBC-431, cascade i simcoe.
-----------
Session IPA hecha con lúpulos cryo citra, HBC-431, cascade y simcoe.
-------------
Session IPA brewed w/ cryo citra, HBC-431, cascade & simcoe,"
148,Garage Beer Co / Collective Arts Whale Mist,Berliner Weisse,8.5,,4.16,"Whale Mist
Imperial berliner weisse elaborada con grosellas negras, arándanos y moras en colaboración con Collective Arts (Canada)
Bomba frutal de 8,5% ABV con 650 kilos de moras, arándanos y grosellas negras. prepárate para una berliner weisse super balanceada y espesa con la suavidad de l ..."
149,Ales Agullons Maduixots,Fruit Lambic,5.7,,4.0,"Maduixots - Barrica Maduixots
Fermentació Mixta"
150,Basqueland Party On the West Coast,American Amber Ale,6.2,39.0,3.41,Party On the West Coast
151,Maresme Tectonica,Imperial IPA,7.8,,,"Tectonica
DIPA
NEDIPA - Doble IPA 7,8% Alc amb DYDH de llupols Falconer’s Flight i Zhytos"
152,Maresme 2 Märzen,Oktoberfest-Marzen,6.0,17.0,3.47,"#2 Märzen
Märzenbier 6% Alc"
153,Maresme 1 Helles,Munich Helles,5.2,15.0,,"#1 Helles
Munich Helles 5,2% Alc. Sin Gluten Certificado"
154,Maresme Pigmea,New England IPA,2.7,,3.64,"Pigmea
Micro NEIPA
Micro IPA tipo New England con Doble Dry Hopping de Cryo Cascade, Polaris & Citra"
155,Eighth Sun The One,American Pale Ale,5.6,33.0,,"The One
APA
Cervesa d’Estil americà d’alta fermentació.
Gustos afruitats amb notes i aromes cítrics, provinents dels seus llúpols Americans. Amargor compensada per la dolçor de la malta i el moderat grau alcohòlic."
156,Eighth Sun India Sun,India Pale Ale,6.2,50.0,,"India Sun
Indian Pale Ale IPA. Cervesa forta d’alta fermentació, grau alt i alta amargor. És una modificació de la versió de la Pale Ale Anglesa que s’exportava a l’Índia en l’època colonial.
Nota de tast: Aromes dolços de fruites tropicals i cítrics, provinents dels llúpols de ..."
157,La Txika de la Cerveza Hop Circus,English IPA,6.0,45.0,3.45,"Hop Circus
India Pale Ale
Sedosa y afrutada. Amargor ligero y aromas cítricos y acaramelados.
Es Gluten Free, pincha en cada lote para ver los informes de laboratorio."
158,Poch’s IPA Citra & Mosaic,American IPA,6.0,50.0,4.09,"IPA Citra & Mosaic
West Cosat IPA Citra & Mosaic"
159,Beering Barcelona Fight Ink,American IPA,6.0,60.0,,"Fight Ink
West Coast IPA
Colaboración con @goontattoo elaborada en Gross."
160,Ctretze Hop Squad,New England IPA,5.0,60.0,,"Hop Squad
DDH NEIPA
Una New Englasn IPA amb doble dry-hopping, cervesa térbola, amb predomini de llúpols citrics i afruitats, de caràcter sedós en boca i amargor de moderat a fort."
161,Ctretze Fura,German Pilsner (Pils),4.8,,3.49,"Fura
Amb llúpols de la regió de Hallertauer, com el Magnum i el Melon. D’aromes lleugers a pa i mel. Clara i neta. Final sec i lleugerament amarg.
---------------
With hops of Hallertauer region,like as Magnum and Melon. Smells bread and honey. Clear and clean. Dry finish and slightly bitter."
162,Espiga Garage IPA,India Pale Ale,6.0,56.0,3.65,"Una Indian Pale Ale ara reivindicar el homebrewing y la cerveza artesana. De color rojizo y con una ligera pero cremosa espuma. En aroma y sabor destaca por la explosión de toques afrutados y cítricos que recuerdan al limón, el melocotón y las ciruelas verdes al lado de ligeras notas resino ..."
163,Estrella Galicia Grape Ale 12 Uvas,Fruit Beer,9.3,21.0,,"Grape Ale 12 Uvas
Elaborada con 12 variedades de uva de la Ribeira Sacra.
Estrella Galicia y la bodega Ponte da Boga colaboran en este proyecto donde a las tradicionales materias primas cerveceras se suman estas 12 variedades de uvas blancas y tintas recogidas en la vendimia de 2019 por viticul ..."
164,La Virgen Saison Arándanos Negros,Saison,7.1,60.0,,"Saison Arándanos Negros
Saison En Foudre Con Arándanos Negros
Esta cerveza tipo Saison, la maduramos en foudres de madera y le añadimos Arándonos Negros Frescos recogidos en Huelva. Busca sabores a frutas del bosque, ácidos, dulces y muy refrescantes. La tirada es limitada a 3500 L y est� ..."
165,La Virgen Saison Madre,Saison,6.1,60.0,,"Saison Madre
Esta es la cerveza madre de nuestras Saison que maduramos en Foudres de madera. A esta no le añadimos nada. Nos gustó tanto que la hemos envasado así, sin frutas. Esta Saison salvaje tiene sabores frutales, ácidos, dulces y muy refrescantes. La tirada es limitada a 3500 L y est ..."
166,La Virgen Pino,Vienna Lager,6.0,,3.2,"Pino
Vienna Lager"
167,Edge Brewing Dive,India Pale Ale,6.1,,,"Dive
A homage in the form of an IPA to the music producer Dive Dibosso. With 6,1% ABV, Dive is a hoppy, bitter beer with an array of fruity flavors (grapefruit, peach, pineapple, mango…) that linger in the aftertaste, and has a dry finish."
168,Fat Sparrow / Drunken Bros Red Moskito,Red IPA,6.0,,3.55,"Red Moskito
Xtreme Hopped Red IPA"
169,Redneck N.I.B.,Christmas-Winter Specialty Spiced Beer,7.0,28.0,3.68,"N.I.B.
ESB Winter Edition
Especial Bitter con avellana edicionde invierno. Nutty ESB winter edition."
170,Tibidabo Brewing Jazzblat,Weizen-Weissbier,5.0,13.0,,"Jazzblat
Weissbier
Solo la malta, el lúpulo y la levadura de fermentación alta dan unas notas agradables al plátano, a pimienta y a clavo. Sin filtrar, aportando todas las vitaminas B de la levadura, es levemente ácida y extremadamente refrescante."
171,Tibidabo Brewing Kalahari,Vienna Lager,,,,"Kalahari
Vienna Lager
Una mezcla de seis maltas alemanas tostadas consiguen darnos un sabor dulce, pan, galleta y caramelo. Cada trago revela nuevas capas de dulzura e interacción entre los distintos tipos de cebada malteada. La levadura de baja fermentación permite que sea fácil de beber si ..."
172,Tibidabo Brewing Lost In the Forest,American IPA,5.7,40.0,,"Lost In the Forest
IPA afrutada con notas cítricas y florales. Sabor a limón y naranja, característico del lúpulo centennial."
173,Tibidabo Brewing Horizons,Pilsner,5.0,13.0,,"Horizons
Pilsner
Inspirada en la clásica pilsner checa. Sobre una sutil malta base, añadimos generosamente los lúpulos. Fermentamos el mosto con levaduras lager durante dos semanas y la dejamos madurar durante cuatro semanas más. En boca es suave, refrescante y limpia. Sutiles notas herbale ..."
174,Espiga AM ABLE,Ale,3.0,15.0,,"AM ABLE
Cervesa solidària per recaptar diners per la investigació del IAS de Girona en trastorn de l’espectre autista, en col·laboració amb Conesa Beer Barcelona. Es presenta cristal·lina als ulls i de color groc palla amb una fina però persistent escuma blanca. En fase aromàtica predo ..."
175,Espiga Highway Boar,New England IPA,6.7,50.0,4.02,"Highway Boar
New England IPA
New England IPA De color daurat pàl·lid, amb certa terbolesa i escuma blanca. Destaquen les notes afruitades i herbals que es combinen juntament amb la sensació agradable en boca.
New England IPA de color dorado pálido, con cierta turbidez y espuma blanca. Desta ..."
176,Basqueland See More Greens,Session IPA,4.9,35.0,3.88,"See More Greens
Session Ipa with lactose, Citra T90, Mosaic Cryo and Sabro hops"
177,BÝRA Season 06 Choco Stout,Sweet Stout,,,,"Season 06 Choco Stout
Una cerveza especialmente concebida para ser servida a temperatura ambiente (10-12 grados) con el objetivo de realzar todas sus características organolépticas. Una cerveza perfecta para los fríos días de invierno.  Esta nueva referencia de BÝRA posee un ligero aroma ..."
178,Garagart / Drunken Bros Hop Eruption,Imperial IPA,10.0,55.0,,"Hop Eruption
Triple new England IPA
Hemos unido esfuerzos junto con nuestros amigos de Drunken Bros para crear esta cerveza que desafia a la légica. 40 % de copos de avena, ingentes cantidades de lupulo para formar una cerveza de 10 % de alcohol, donde los sabores tropicales toman el mando. La ..."
179,The Flying Inn Dark Fluid,Imperial Stout,11.5,,,"Dark Fluid
Imperial Stout
Imperial Stout con toques chocolate, cacao, notas de café. Complejidad y facilida de trago."
180,The Flying Inn Dimorfos,Sour Ale,8.0,,,"Dimorfos
Cabernet Sauvignon Winter Sour Ale. 50% mosto de Oud Bruin y 50 % de uvas Cabernet Sauvignon. Fermentación con Bruxellensis Trois."
181,The Flying Inn Grisette,Grisette,5.0,,,"Grisette
Sesion Farmhouse"
182,The Flying Inn Magma,New England IPA,7.5,,3.36,"Magma
Citra TDH IPA"
183,Gross AC Rain DDH IPA,American IPA,5.5,35.0,,AC Rain DDH IPA
184,Barrier Brewing / La Pirata Savvy?,New England IPA,7.2,,3.97,"Savvy?
DDH India Pale Ale with El Dorado, Kohatu, Idaho 7 & Wai-iti! Brewed in collaboration with our Spanish brethren La Pirata Brewing. Sweet dank candy on the nose, huge stone fruit tropical goodness on the pallet! Loads of citrus, mango, juicy flavors make this the perfect beer to ride out  ..."
185,Castelló Beer Factory Malaspina Weissbier,Weizen-Weissbier,5.5,13.0,,"Malaspina Weissbier
Cerveza de estilo Weissbier elaborada a partir de una selección de maltas de cebada y trigo, dando como resultado una cerveza ligera y refrescante de color ámbar oscuro con un sabor suave y un intenso aroma a trigo, presentando una espuma consistente y una carbonatación c ..."
186,La Pirata KamikACCE,Brut IPA,5.5,22.0,,"KamikACCE
Gabriel Velasco, nominado como mejor homebrewer’19 nacional por la ACCE se ha enrolado unos días en la tripulación Pirata (como parte del premio) para cocinar junto a Aran la receta ganadora del IPA DAY 2019. Una Brut Ipa con los lúpulos Citra y Mosaic… ¡de la cocina de casa a ..."
187,La Pirata / Finback Back To Hopland,New England IPA,6.2,,3.81,"Back To Hopland
Si hay algo que tenemos en común en Finback y en La Pirata, es la pasión por la buena cerveza.
Back To Hopland se ha cocinado con 100 kilos de fruta de la pasión, Chinook y Citra; dando cómo resultado una NEIPA que desborda ’pasión’ en todos los sentidos. ¡¡No os deja ..."
